MODEL;MSAN;RIN;IP;Slot_ID;Slot_Name;Slot_Main_Mode;Slot_State;Slot_Alarm;Slot_Prop_Alarm;Port_ID;Port_Main_Mode;Port_Alarm;Port_User_Label;Port_Service_Label;Port_Description;OperationalStatus;NearEnd_CurrentAttenuation;NearEnd_CurrentMargin;NearEnd_CurrentPowerBackOff;FarEnd_CurrentAttenuation;FarEnd_CurrentMargin;FarEnd_CurrentPowerBackOff
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-16;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Major     ; CLI: COMPASSION_BRASIL ; DES: CAS-301JHOMPW-032 ; ;Down;128;127;255;128;127;255
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-16;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Major     ; ANDRAX                                    ; CAS-3013ARZS3-032             ; ;Down;128;127;255;128;127;255
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ;                      ;                               ; ;Up;11;24;0;10;20;2
Milegate;CAS-A87-0;a87-rin-172;10.211.167.156;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Major     ; Cliente: CAR_CENTRAL   ; Designador: CAS-301LHVC8C    ; ;Down;128;127;255;128;127;255
Milegate;CAS-A59-4;a59-rin-200;10.211.161.199;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; CLIENTE_CIBER          ; DESIGNADOR_CAS-301KWRDCM     ; ;Up;6;24;2;6;21;0
Milegate;IDU-A19-0;a19-rin-20;10.211.167.91;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; Cliente: CENTROLAB DIAGNOSTIC ; Designador: IDU-301L2BAWG-032 ; ;Up;8;23;2;8;20;3
Milegate;CAS-A53-1;a53-rin-232;10.211.161.231;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: FERNANDES                    ; Designador: CAS-301KZPNIZ-032 ; ;Up;10;22;0;10;20;2
Milegate;IDU-A23-0;a23-rin-36;10.211.167.107;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: SOLUTION FOOD      ; Designador: IDU-301L0P23C-032 ; ;Up;12;22;0;12;21;1
Milegate;CAS-A57-5;a57-rin-233;10.211.161.235;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente:GALANTE              ; Designador:CAS-301H6WYHF-032  ; ;Up;4;24;4;4;21;5
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-16;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:ADA TINA                          ; Designador:CAS-3016UTHOP-032  ; ;Up;8;24;2;8;21;3
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; Cliente:IMUNOSUL DISTR DE VA ; Designador: CAS-30UL6T14      ; ;Up;3;21;5;4;18;5
Milegate;IDU-A27-0;a27-rin-68;10.211.167.123;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; CLC NEGOCIOS IMOBILIARIOS LTDA - EPP      ; OS: 15082652                  ; ;Up;2;24;5;2;20;0
Milegate;CAS-A55-4;a55-rin-87;10.211.161.86;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: SIND_DO_COM_VAREJ     ; Designador: CAS-3-12WIPGN-032 ; ;Up;6;24;3;6;21;4
Milegate;CAS-A37-1;a37-rin-192;10.211.161.191;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente:LOCALIZA RENT A CAR ; Designador:CAS-301AA6L4T      ; ;Up;8;23;2;8;21;3
Milegate;CAS-A48-4;a48-rin-208;10.211.161.207;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente:RETENFIX VEDA??O E F ; Designador:CAS-3018V0TDF-032  ; ;Up;9;24;1;8;21;3
Milegate;IDU-A20-0;a20-rin-24;10.211.167.95;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente:LIG-BEM_MATERIAIS     ; Designador:IDU-301KB54S3-032  ; ;Up;7;23;3;6;21;0
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-1 ;port-1; Cleared   ; MELO AUTOMA??O INDUSTRIAL LTDA           ; 10687607                      ; CAS-30WCBAUW-032;Up;6;23;3;6;21;4
Milegate;CAS-A53-1;a53-rin-232;10.211.161.231;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cleinte:ELO ASSESSORIA                ; Designador:CAS-301ECEVYW-032  ; ;Up;6;23;2;6;21;4
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-16;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; CLIN:PP_COMERCIO                          ; DES:CAS-301LRVRBK-032         ; ;Up;8;23;2;8;21;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; IMPORTADORA          ; CAS-3015VD05M-032             ; ;Up;9;23;1;8;20;3
Milegate;CAS-A57-5;a57-rin-233;10.211.161.235;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente:LARR CONSULT         ; Designador:CAS-301DU9OOV-032  ; ;Up;10;24;0;10;21;2
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-2 ;port-2; Cleared   ; MAPEL MANUTENCAO PECAS EMPILHADEIRAS LTDA  ; 10700097                      ; CAS-30WF898Z-032;Up;6;23;3;6;21;4
Milegate;CAS-A55-4;a55-rin-87;10.211.161.86;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente: AMBIENTEC SERVICOS    ; Designador: CAS-301321L9F-032 ; ;Up;13;23;0;14;21;0
Milegate;CAS-A48-4;a48-rin-208;10.211.161.207;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente:VALENTIM_SOLUCAO       ; Designador:CAS-301I41CN3-032  ; ;Up;4;24;4;4;21;0
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-16;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente: TRACKAMP PECAS                   ; Designador: CAS-301KJWHHB-032 ; ;Up;7;24;2;6;21;4
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; Cliente:DOCE_E_REFRESCOS     ; CAS-301J1B6XV-032             ; ;Up;9;22;2;8;20;3
Milegate;IDU-A20-0;a20-rin-24;10.211.167.95;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente: MEDRAL GEOTECNOLOGIA ; Designador: IDU-301KTD3FV-032 ; ;Up;2;24;5;2;21;6
Milegate;IDU-A27-0;a27-rin-68;10.211.167.123;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ;                                           ;                               ; ;Up;7;24;2;6;21;4
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; VANGUARDA                                  ; CAS-30YTFLXI-032              ; ;Up;9;23;1;8;21;3
Milegate;CAS-A53-1;a53-rin-232;10.211.161.231;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; Cliente: ANIMALE COMERC               ; Designador: CAS-301KYSPEZ-032 ; ;Up;13;23;0;14;20;2
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; BIAPE                ;                               ; ;Up;8;24;2;8;21;3
Milegate;CAS-A55-4;a55-rin-87;10.211.161.86;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; Cliente:WDE REFRIGERA??O COM ; Designador:CAS-301DNN26J-032  ; ;Up;9;24;1;10;21;3
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; Cliente: ARTOLE PARAFUSOS                  ; Designador: CAS-30YIPLMR-032  ; ;Up;15;22;0;14;20;1
Milegate;CAS-A48-4;a48-rin-208;10.211.161.207;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; CLIENTE_WSC_MOTORES            ; DESIGNADOR_CAS-301KHTBGN-032  ; ;Up;5;23;3;6;21;4
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Cliente: INTERFACT            ; Designador: CAS-301K5OTYJ-032 ; ;Up;5;24;4;4;21;0
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; ACAV                                 ; OS:10584346                  ; CAS-30VQF80R-032;Up;7;25;2;6;21;4
Milegate;IDU-A20-0;a20-rin-24;10.211.167.95;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; MICROIND                      ; IDU-301JVXTGN                 ; ;Up;4;24;4;4;21;0
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; CLIENTE: COMERCIAL_BARRIGA   ; DESIGNADOR: CAS-30WZZ8H9-032  ; ;Up;4;23;4;4;20;5
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-5 ;port-5; Major     ; Cliente: JS CIA DA SOLDA                   ; Designador: CAS-30YTFLXI-032  ; ;Down;128;127;255;128;127;255
Milegate;IDU-A27-0;a27-rin-68;10.211.167.123;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; Cliente:HR TURISMO E PASSAGENS LTDA - ME  ; Designador: IDU_301J2TNL7_032 ; ;Up;5;24;3;6;21;0
Milegate;CAS-A53-1;a53-rin-232;10.211.161.231;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; Cliente:JCA FOODS COMERCIO            ; Designador:CAS-301JII6YV-032  ; ;Up;8;23;2;8;20;3
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente:TAVARES COMERCIO             ; Designador:CAS-301KZRKL4-032 ; ;Up;7;24;2;8;20;4
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Major     ; Cliente: MAC BARBOSA ; Designador: CAS-301KZ7K25-032 ; ;Down;128;127;255;128;127;255
Milegate;CAS-A48-4;a48-rin-208;10.211.161.207;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; Cliente: BEST_BUSINESS         ; Designador: CAS-301EBJJET-032 ; ;Up;10;24;1;10;20;3
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: DISTRIBUIDORA_SUL_AM ; Designador: CAS-301KBRUTQ-032 ; ;Up;4;23;4;4;20;5
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ;                                            ;                               ; ;Up;10;22;0;10;20;2
Milegate;CAS-A37-1;a37-rin-192;10.211.161.191;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: M MACHADO          ; Designador: CAS-301KLA3FR-032 ; ;Up;8;24;2;8;21;3
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; GOLDSYSTEM COMERCIO DE EQUIPAMENTOS  ; OS - 10755829                ; CAS-30WPOZQZ-03 ;Up;8;24;2;8;21;3
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; Cliente:IMUNOSUL DISTR DE VA ; Designador:CAS-30RW188S-032   ; ;Up;4;23;5;4;21;5
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente: B A P AUTOMOTIVA            ; Designador: CAS-30WVLYGU-032 ; ;Up;5;23;3;6;20;4
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; CLIENTE_TESTO        ; DESIGNADOR_CAS-30VCMMH2-032   ; ;Up;9;24;1;10;21;3
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente: DISTRIBUIDORA_SUL_AM ; CAS-301KBRUSO                 ; ;Up;5;24;0;6;21;4
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; EQUITRONIC                           ; CAS-301KNGW60-032            ; ;Up;8;24;1;8;21;3
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; Cliente:CROMOFLEX;;;Up;10;24;1;10;21;2
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; Cliente:CHP CENTRAL HIDRAULICA       ; Designador: CAS-3010TE99Z    ; ;Up;5;23;4;6;18;0
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: TS PNEUS    ; Designador: CAS-301KRC6WJ-032 ; ;Up;7;24;3;6;20;4
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente: CALIBRACAO EQUIPAM                ; Designador: CAS-30ZZ21R7-032  ; ;Up;11;23;0;12;20;2
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente:FERCAMP COMERCIO DE  ; Designador:CAS-301DNVJTG-032  ; ;Up;7;23;2;8;21;3
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; CLI_SPLT_INSTITUTO            ; CAS-301KIW0ZB-032             ; ;Up;2;23;6;2;21;6
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; Cliente: ESPEL ELEVADORES        ; Designador: CAS-301KLQ0FJ-032 ; ;Up;8;25;1;8;21;3
Milegate;CAS-A36;a36-rin-179;10.211.161.178;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Major;logport-8 ;port-8; Major     ; Cliente: ANDRAX_COMERCIO                   ; Designador: CAS-301L5KIVV-032 ; ;Down;128;127;255;128;127;255
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-16;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; CLI_MOTO_HELP        ; CAS-301K8C0I3                 ; ;Up;8;24;1;8;21;3
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: CCISA08                 ; Designador: CAS-301LGMROV-032 ; ;Up;9;23;1;8;21;3
Milegate;CAS-A58-4;a58-rin-196;10.211.161.195;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Major;logport-8 ;port-8; Major     ; Cliente:A.W.A TRANSPORTES    ; CAS-301IK3IAR-032             ; ;Down;128;127;255;128;127;255
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; Cliente: SIND DOS TRAB        ; Designador:CAS-301KYZX34-032  ; ;Up;3;23;5;2;20;6
Milegate;CAS-A37-0;a37-rin-190;10.211.161.189;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente:ETHOS SISTEMAS DE ENSINO ; Designador:CAS-30VCKHRZ-032   ; ;Up;4;24;4;4;21;5
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; Cliente: SNS IMOVEIS          ; Designador: CAS-301L3E4W8-032 ; ;Up;3;23;5;2;21;6
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; COMERCIAL MADEICAMP          ; CAS-3014A7TC0-032             ; ;Up;9;24;1;8;20;3
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-21;STIM1 R1A;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; VITA & CREMONEZZI             ; CAS-30180TJVD-032             ; 12815799;Up;6;22;3;6;21;5
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; CENTRAL_COMERCIO             ; CAS-301KW3YRZ-032             ; ;Up;8;24;2;8;20;4
Milegate;CAS-A39-0;a39-rin-142;10.211.161.141;unit-21;STIM1 R1A;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; Cliente: MASTERCON ADMINISTRA ; Designador: CAS-30119L8GV-032 ; ;Up;2;21;6;2;20;6
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente:ARMANI               ; Designador:CAS:3015F8LZP-032  ; ;Up;8;24;1;8;21;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-4 ;port-4; Cleared   ; Cliente: FLORESTAL_COMERCIO  ; Designador: CAS-3015MLZRV-032 ; ;Up;9;23;1;10;21;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; CPP PRODUTOS                 ; Designador:CAS-301GVCH4B-032  ; ;Up;5;23;3;6;21;5
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-7 ;port-7; Cleared   ; Cliente: SET UP              ; Designador: CAS-301HVFHXQ-032 ; ;Up;10;21;1;10;20;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-18;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-8 ;port-8; Cleared   ; Cliente:VERZANI E SANDRINI	L ;                               ; ;Up;8;24;2;8;21;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ; AIMARA COMERCIO E REPRESENTACOES LTDA ; WO - 10068396     ; CAS-30SXZH1V-032;Down;128;127;255;128;127;255
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-3 ;port-3; Cleared   ; BERTELLI & RUEDA LTDA                 ; WO - 10339618     ; CAS-30UDWKBC-03 ;Up;9;24;2;8;20;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-4 ;port-4; Cleared   ; AMARAL REPRESENTA??ES               ; CAS-3012PPAW7-032 ; VOX;Up;8;24;2;8;20;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-5 ;port-5; Cleared   ; GRAVEX COMERCIAL IMPORTADORA          ; OS TBS:10465076   ; CAS-30V4S6F5-032;Up;12;22;0;12;20;2
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-6 ;port-6; Cleared   ; POLYCAMP EMBALAGENS LTDA              ; OS TBS:10472973   ; CAS-30V62ZRD-032;Up;3;23;5;2;21;6
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-7 ;port-7; Cleared   ; Cliente_TRANSFORMADORES_MINU          ; CAS-301KS9NJ8-032 ; ;Up;10;22;1;10;21;3
Milegate;CAS-A36-0;a36-rin-178;10.211.161.177;unit-21;STIM1 R1B;stim1_r5d02_04;Ok;Cleared;Major;logport-8 ;port-8; Cleared   ; conduscamp                            ;                   ; ;Up;7;24;2;8;21;0
Milegate;PAA-A35-0;a35-rin-352;10.211.97.99;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Cliente: THERMAS DAS AGUAS ; Designador: PAA-301L26R0G-032 ; ;Up;6;24;3;6;21;4
Milegate;RPO-A08-0;a08-rin-7;10.214.41.22;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Major;logport-2 ;port-2; Major     ; CLI_BRIO_INCORPORADORA ;               ; ;Down;128;127;255;128;127;255
Milegate;RPO-A10-0;a10-rin-8;10.214.41.24;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: MOORE ; Designador: RPO-301KW48I5-032 ; ;Up;3;24;5;4;20;5
Milegate;RPO-A11-0;a11-rin-9;10.214.41.25;unit-20;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: CITEL ANALISE ; Designador: RPO-301KVI39P ; ;Up;5;23;4;4;20;0
Milegate;RPO-A18-0;a18-rin-11;10.214.41.30;unit-20;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; J RUIZ IMOVEIS SS LTDA  ; RPO-301KD2U6Z-032             ; SME_JRUIZ_VOX565_05052014 ;Up;4;23;4;4;21;5
Milegate;RPO-A12-0;a12-rin-17;10.214.41.26;unit-18;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente_VIABILIZA     ; POR-301KLKVEF-032             ; ;Up;7;22;2;6;20;4
Milegate;RPO-A05-0;a05-rin-5;10.214.41.20;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; CLIENTE_NINA_LOPES    ; DESIGNADOR_RPO-301KU884C-032  ; ;Up;9;24;1;8;21;3
Milegate;RPO-A19-0;a19-rin-20;10.214.41.31;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-2 ;port-2; Cleared   ; Cliente: CLINICA DR RAUL ; Designador: RPO-301KHGH48-032 ; ;Up;4;22;4;4;21;5
Milegate;PAA-A09-0;a09-rin-50;10.211.97.49;unit-21;STIM1 R1C;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; STU - INDUSTRIA  ; WO-10597084   ; PAA-30VU2XGF-03;Up;10;24;1;10;21;2
Milegate;PAA-A18-1;a18-rin-88;10.211.97.87;unit-18;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ;                               ;                               ; ;Up;15;20;0;14;16;0
Milegate;PAA-A37-0;a37-rin-197;10.211.97.162;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; Cliente: MIRAFER ; Designador: PAA-301L59J7F-032 ; ;Up;8;22;2;8;20;3
Milegate;PAA-I01;i01-rin-102;10.211.97.102;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-5 ;port-5; Cleared   ; CLINICA ZANELLO          ; WO: 11957666                  ; PAA-3013QXFHR-032;Up;8;24;2;8;21;3
Milegate;PAA-A15-0;a15-rin-66;10.211.97.65;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; PERSICO                                ;                   ; ;Up;10;24;1;10;21;3
Milegate;PAA-A26-4;a26-rin-332;10.211.97.158;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-1 ;port-1; Cleared   ; CESAR ZIMIANI ; Designador PAA-301KDHGQJ ; ;Up;4;24;4;4;21;0
Milegate;PAA-A17;a17-rin-83;10.211.97.82;unit-21;STIM1 R1C;stim1_r4d07;Ok;Cleared;Cleared;logport-3 ;port-3; Cleared   ; Cliente:HIDROSILVA MATERIAIS ; Designador:PAA-301J2H1QB-032  ; ;Up;10;24;0;10;21;2
Milegate;PAA-A28-4;a28-rin-336;10.211.97.92;unit-21;STIM1 R1D;stim1_r5d02_04;Ok;Cleared;Cleared;logport-6 ;port-6; Cleared   ; CLIENTE: DBV EMPREENDIME ; DESIGNADOR: PAA-301KDT6WC ; ;Up;8;24;2;8;21;3
